t0,t1,variable,adjust_function,adjust_value,comment,URL_graphic
,,z_boom_u,max_filter,2.8, maximum height of the boom on tripod AWS,
2018-09-02T00:00:00+00:00,,z_pt_cor,add,-0.3,manually adjusted by bav,
2021-01-01T00:00:00+00:00,,z_pt_cor,add,-6.0,manually adjusted by bav,
2022-08-31T19:00:00+00:00,,z_pt_cor,add,-0.5,manually adjusted by bav,
2021-09-02T00:00:00+00:00,,z_pt_cor,add,-3.0,manually adjusted by bav,
2021-09-02T00:00:00+00:00,2022-10-24T00:00:00+00:00,z_boom_u,biweekly_upper_range_filter,0.5,manually adjusted by bav,
2021-09-02T00:00:00+00:00,2023-02-24T00:00:00+00:00,z_stake,biweekly_upper_range_filter,0.5,manually adjusted by bav,
2020-11-01T00:00:00+00:00,2021-07-01T00:00:00+00:00,z_stake,max_filter,2.0,manually filtered by bav,
2020-07-01T00:00:00+00:00, 2020-08-12T00:00:00+00:00,z_pt_cor,min_filter,6.85,manually adjusted by bav,
2020-08-12T00:00:00+00:00, 2020-08-17T00:00:00+00:00,z_pt_cor,min_filter,6.78,manually adjusted by bav,
,,t_i_.*($),min_filter,-10.0,,
